Fecha de reporte ,Sexo,Grupo de Edad,Nacionalidad,Fecha de desaparicion,Entidad de desaparicion,Municipio/Alcadia de la desaparicion,Estatus,Fecha de localizacion,Entidad de la localizacion
02/05/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,18/02/2023,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
25/05/2023,MUJER,15-17 AÑOS,MEXICANA,16/05/2023,CIUDAD DE MEXICO,COYOACAN,DESAPARECIDO(A),,
02/05/2023,MUJER,10-14 AÑOS,MEXICANA,01/05/2023,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),02/05/2023,CIUDAD DE MEXICO
30/04/2023,HOMBRE,15-17 AÑOS,MEXICANA,26/04/2023,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
30/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,28/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),01/05/2023,CIUDAD DE MEXICO
29/04/2023,MUJER,51-54 AÑOS,MEXICANA,09/03/2023,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),02/05/2023,CIUDAD DE MEXICO
29/04/2023,MUJER,51-54 AÑOS,MEXICANA,25/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),30/04/2023,ESTADO DE MEXICO
28/04/2023,MUJER,15-17 AÑOS,MEXICANA,27/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),28/04/2023,CIUDAD DE MEXICO
27/04/2023,HOMBRE,15-17 AÑOS,MEXICANA,27/04/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),28/04/2023,CIUDAD DE MEXICO
27/04/2023,HOMBRE,45-49 AÑOS,MEXICANA,27/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
27/04/2023,MUJER,15-17 AÑOS,MEXICANA,25/04/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),28/04/2023,CIUDAD DE MEXICO
26/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,14/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
26/04/2023,MUJER,15-17 AÑOS,MEXICANA,25/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
26/04/2023,MUJER,18-19 AÑOS,MEXICANA,20/04/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),28/04/2023,CIUDAD DE MEXICO
27/04/2023,MUJER,60-64 AÑOS,MEXICANA,25/04/2023,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),27/04/2023,ESTADO DE MEXICO
26/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,24/02/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/05/2023,VERACRUZ
26/04/2023,HOMBRE,10-14 AÑOS,MEXICANA,26/04/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),26/04/2023,CIUDAD DE MEXICO
26/04/2023,MUJER,40-44 AÑOS,MEXICANA,25/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),26/04/2023,S/D
26/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,25/03/2023,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
25/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,23/04/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),25/04/2023,JALISCO
25/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,16/04/2023,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),29/04/2023,ESTADO DE MEXICO
25/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,18/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),02/05/2023,CIUDAD DE MEXICO
25/04/2023,HOMBRE,40-44 AÑOS,MEXICANA,23/04/2023,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
25/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,24/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),27/04/2023,ESTADO DE MEXICO
24/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,07/10/2021,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),13/07/2023,CIUDAD DE MEXICO
24/04/2023,HOMBRE,15-17 AÑOS,MEXICANA,21/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),26/04/2023,CIUDAD DE MEXICO
24/04/2023,HOMBRE,65-69 AÑOS,MEXICANA,12/04/2023,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
23/04/2023,MUJER,15-17 AÑOS,MEXICANA,20/04/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),28/04/2023,CIUDAD DE MEXICO
23/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,23/12/2022,CIUDAD DE MEXICO,XOCHIMILCO,DESAPARECIDO(A),,
21/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,25/02/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
21/04/2023,HOMBRE,65-69 AÑOS,MEXICANA,18/04/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
21/04/2023,MUJER,35-39 AÑOS,MEXICANA,18/02/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
21/04/2023,HOMBRE,15-17 AÑOS,MEXICANA,17/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),25/04/2023,MORELOS
21/04/2023,MUJER,15-17 AÑOS,MEXICANA,11/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),23/04/2023,PUEBLA
20/04/2023,HOMBRE,45-49 AÑOS,EXTRANJERA,30/11/2022,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),14/06/2023,CIUDAD DE MEXICO
25/04/2023,MUJER,15-17 AÑOS,MEXICANA,23/04/2023,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),27/04/2023,CIUDAD DE MEXICO
20/04/2023,HOMBRE,65-69 AÑOS,MEXICANA,19/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),08/05/2023,S/D
20/04/2023,HOMBRE,60-64 AÑOS,MEXICANA,11/04/2023,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),04/05/2023,CIUDAD DE MEXICO
19/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,15/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/05/2023,CIUDAD DE MEXICO
19/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,10/04/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),25/04/2023,CIUDAD DE MEXICO
21/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,06/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
19/04/2023,HOMBRE,60-64 AÑOS,MEXICANA,27/03/2023,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
19/04/2023,MUJER,20-24 AÑOS,MEXICANA,03/04/2015,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
18/04/2023,HOMBRE,40-44 AÑOS,MEXICANA,28/03/2023,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),25/04/2023,CIUDAD DE MEXICO
18/04/2023,MUJER,70 AÑOS O MAS,MEXICANA,11/01/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
18/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,11/01/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
18/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,09/04/2023,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
18/04/2023,MUJER,10-14 AÑOS,MEXICANA,11/04/2023,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),19/04/2023,CIUDAD DE MEXICO
18/04/2023,MUJER,15-17 AÑOS,MEXICANA,16/04/2023,CIUDAD DE MEXICO,BENITO JUAREZ,DESAPARECIDO(A),,
18/04/2023,MUJER,40-44 AÑOS,MEXICANA,20/09/2020,CIUDAD DE MEXICO,IZTACALCO,DESAPARECIDO(A),,
18/04/2023,HOMBRE,20-24 AÑOS,MEXICANA,15/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),21/04/2023,CIUDAD DE MEXICO
17/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,14/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),18/04/2023,S/D
17/04/2023,MUJER,15-17 AÑOS,MEXICANA,13/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),22/04/2023,CIUDAD DE MEXICO
17/04/2023,HOMBRE,00-04 AÑOS,MEXICANA,13/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),22/04/2023,CIUDAD DE MEXICO
17/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,14/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
17/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,08/03/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),15/06/2023,CIUDAD DE MEXICO
16/04/2023,MUJER,51-54 AÑOS,MEXICANA,16/04/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),17/04/2023,CIUDAD DE MEXICO
16/04/2023,MUJER,25-29 AÑOS,MEXICANA,14/04/2023,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),16/04/2023,CIUDAD DE MEXICO
16/04/2023,MUJER,15-17 AÑOS,MEXICANA,09/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),06/06/2023,CIUDAD DE MEXICO
15/04/2023,MUJER,15-17 AÑOS,MEXICANA,13/04/2023,CIUDAD DE MEXICO,MILPA ALTA,LOCALIZADO(A),17/04/2023,CIUDAD DE MEXICO
14/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,13/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),15/04/2023,CIUDAD DE MEXICO
14/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,08/04/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
14/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,06/11/2011,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
14/04/2023,MUJER,18-19 AÑOS,MEXICANA,09/04/2023,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),18/04/2023,GUANAJUATO
14/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,15/03/2023,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),18/04/2023,CIUDAD DE MEXICO
14/04/2023,HOMBRE,60-64 AÑOS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
14/04/2023,MUJER,35-39 AÑOS,MEXICANA,13/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),14/04/2023,CIUDAD DE MEXICO
13/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,12/04/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),14/04/2023,CIUDAD DE MEXICO
13/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,12/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),14/04/2023,ESTADO DE MEXICO
13/04/2023,MUJER,18-19 AÑOS,MEXICANA,02/04/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
13/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,15/10/2022,CIUDAD DE MEXICO,MIGUEL HIDALGO,DESAPARECIDO(A),,
13/04/2023,HOMBRE,60-64 AÑOS,MEXICANA,11/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
12/04/2023,MUJER,18-19 AÑOS,MEXICANA,08/04/2023,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),15/04/2023,CIUDAD DE MEXICO
12/04/2023,MUJER,70 AÑOS O MAS,MEXICANA,10/04/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),13/04/2023,CIUDAD DE MEXICO
10/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,08/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),04/06/2023,CIUDAD DE MEXICO
10/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,07/04/2023,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),08/04/2023,CIUDAD DE MEXICO
09/04/2023,MUJER,20-24 AÑOS,MEXICANA,08/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),13/04/2023,CIUDAD DE MEXICO
09/04/2023,MUJER,60-64 AÑOS,MEXICANA,07/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),10/04/2023,CIUDAD DE MEXICO
09/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,05/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
09/04/2023,HOMBRE,25-29 AÑOS,MEXICANA,01/04/2023,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),01/04/2023,ESTADO DE MEXICO
08/04/2023,MUJER,10-14 AÑOS,MEXICANA,08/04/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),09/04/2023,CIUDAD DE MEXICO
08/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,05/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
06/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,02/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),14/04/2023,CIUDAD DE MEXICO
06/04/2023,MUJER,40-44 AÑOS,MEXICANA,22/03/2020,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
06/04/2023,HOMBRE,40-44 AÑOS,MEXICANA,17/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),09/04/2023,CIUDAD DE MEXICO
05/04/2023,HOMBRE,,MEXICANA,20/03/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),07/04/2023,CIUDAD DE MEXICO
05/04/2023,MUJER,25-29 AÑOS,MEXICANA,04/04/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),06/04/2023,CIUDAD DE MEXICO
05/04/2023,HOMBRE,45-49 AÑOS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
20/04/2023,HOMBRE,40-44 AÑOS,MEXICANA,14/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
04/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,03/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),06/04/23,CIUDAD DE MEXICO
04/04/2023,MUJER,15-17 AÑOS,MEXICANA,03/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/04/2023,S/D
04/04/2023,HOMBRE,18-19 AÑOS,MEXICANA,01/04/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,DESAPARECIDO(A),,
04/04/2023,MUJER,25-29 AÑOS,MEXICANA,01/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
04/04/2023,HOMBRE,18-19 AÑOS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),06/04/2023,CIUDAD DE MEXICO
04/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,02/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),07/04/2023,CIUDAD DE MEXICO
03/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,02/04/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),04/04/2023,HIDALGO
03/04/2023,HOMBRE,55-59 AÑOS,MEXICANA,29/03/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),19/04/2023,ESTADO DE MEXICO
04/04/2023,MUJER,15-17 AÑOS,MEXICANA,03/04/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),04/04/2023,CIUDAD DE MEXICO
03/04/2023,HOMBRE,30-34 AÑOS,MEXICANA,29/03/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),04/04/2023,ESTADO DE MEXICO
04/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,16/03/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,DESAPARECIDO(A),,
03/04/2023,HOMBRE,18-19 AÑOS,MEXICANA,22/03/2023,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),03/04/2023,CIUDAD DE MEXICO
03/04/2023,MUJER,30-34 AÑOS,MEXICANA,19/09/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),11/04/2023,ESTADO DE MEXICO
01/04/2023,MUJER,18-19 AÑOS,MEXICANA,31/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),01/04/2023,CIUDAD DE MEXICO
01/04/2023,HOMBRE,35-39 AÑOS,MEXICANA,29/03/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),03/04/2023,CIUDAD DE MEXICO
01/04/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,30/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),05/04/2023,CIUDAD DE MEXICO
01/04/2023,MUJER,30-34 AÑOS,MEXICANA,01/04/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),01/04/2023,CIUDAD DE MEXICO
31/03/2023,MUJER,15-17 AÑOS,MEXICANA,24/03/2023,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
31/03/2023,MUJER,15-17 AÑOS,MEXICANA,24/03/2023,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,DESAPARECIDO(A),,
03/04/2023,HOMBRE,00-04 AÑOS,MEXICANA,19/09/2022,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),11/04/2023,ESTADO DE MEXICO
31/03/2023,MUJER,15-17 AÑOS,MEXICANA,31/03/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),31/03/2023,CIUDAD DE MEXICO
30/03/2023,HOMBRE,60-64 AÑOS,MEXICANA,10/02/2022,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
30/03/2023,HOMBRE,45-49 AÑOS,MEXICANA,22/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),12/04/2023,S/D
29/03/2023,MUJER,15-17 AÑOS,MEXICANA,24/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),29/03/2023,QUINTANA ROO
29/03/2023,HOMBRE,10-14 AÑOS,EXTRANJERA,20/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
29/03/2023,MUJER,15-17 AÑOS,MEXICANA,23/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),06/04/2023,ESTADO DE MEXICO
19/05/2023,MUJER,25-29 AÑOS,MEXICANA,18/04/2023,CIUDAD DE MEXICO,VENUSTIANO CARRANZA,LOCALIZADO(A),21/05/2023,PUEBLA
29/03/2023,HOMBRE,55-59 AÑOS,MEXICANA,23/03/2023,CIUDAD DE MEXICO,IZTACALCO,LOCALIZADO(A),14/04/2023,ESTADO DE MEXICO
28/03/2023,MUJER,35-39 AÑOS,MEXICANA,26/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),30/03/2023,CIUDAD DE MEXICO
28/03/2023,MUJER,10-14 AÑOS,MEXICANA,26/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
28/03/2023,MUJER,15-17 AÑOS,MEXICANA,26/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),29/03/2023,CIUDAD DE MEXICO
28/03/2023,HOMBRE,15-17 AÑOS,MEXICANA,10/03/2023,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),15/05/2023,S/D
25/05/2023,MUJER,70 AÑOS O MAS,MEXICANA,16/05/2023,CIUDAD DE MEXICO,TLAHUAC,LOCALIZADO(A),16/05/2023,CIUDAD DE MEXICO
27/03/2023,HOMBRE,25-29 AÑOS,MEXICANA,08/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
26/03/2023,HOMBRE,20-24 AÑOS,MEXICANA,25/03/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),27/03/2023,CIUDAD DE MEXICO
25/03/2023,MUJER,30-34 AÑOS,MEXICANA,20/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),25/03/2023,CIUDAD DE MEXICO
24/03/2023,HOMBRE,18-19 AÑOS,MEXICANA,23/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
24/03/2023,HOMBRE,40-44 AÑOS,EXTRANJERA,24/03/2023,CIUDAD DE MEXICO,MIGUEL HIDALGO,LOCALIZADO(A),24/03/2023,CIUDAD DE MEXICO
24/03/2023,HOMBRE,10-14 AÑOS,MEXICANA,24/02/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),27/03/2023,CIUDAD DE MEXICO
24/03/2023,HOMBRE,25-29 AÑOS,MEXICANA,23/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),25/03/2023,CIUDAD DE MEXICO
24/03/2023,MUJER,10-14 AÑOS,MEXICANA,23/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,DESAPARECIDO(A),,
24/03/2023,HOMBRE,45-49 AÑOS,MEXICANA,23/01/2023,CIUDAD DE MEXICO,ALVARO OBREGON,LOCALIZADO(A),21/06/2023,CIUDAD DE MEXICO
24/03/2023,MUJER,10-14 AÑOS,MEXICANA,21/03/2023,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),27/03/2023,CIUDAD DE MEXICO
24/03/2023,HOMBRE,25-29 AÑOS,MEXICANA,11/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
23/03/2023,HOMBRE,45-49 AÑOS,MEXICANA,22/02/2023,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),05/04/2023,GUERRERO
23/03/2023,HOMBRE,60-64 AÑOS,MEXICANA,29/03/2020,CIUDAD DE MEXICO,COYOACAN,LOCALIZADO(A),14/02/2023,CIUDAD DE MEXICO
23/03/2023,HOMBRE,15-17 AÑOS,MEXICANA,07/03/2023,CIUDAD DE MEXICO,TLAHUAC,DESAPARECIDO(A),,
23/03/2023,HOMBRE,70 AÑOS O MAS,MEXICANA,16/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),24/03/2023,CIUDAD DE MEXICO
23/03/2023,HOMBRE,55-59 AÑOS,MEXICANA,10/10/2022,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),10/04/2023,CIUDAD DE MEXICO
23/03/2023,MUJER,18-19 AÑOS,MEXICANA,15/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),26/05/2023,CIUDAD DE MEXICO
23/03/2023,MUJER,20-24 AÑOS,MEXICANA,19/03/2023,CIUDAD DE MEXICO,TLALPAN,DESAPARECIDO(A),,
22/03/2023,MUJER,15-17 AÑOS,MEXICANA,21/03/2023,CIUDAD DE MEXICO,AZCAPOTZALCO,LOCALIZADO(A),24/03/2023,CIUDAD DE MEXICO
22/03/2023,HOMBRE,10-14 AÑOS,MEXICANA,09/03/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
22/03/2023,MUJER,20-24 AÑOS,MEXICANA,20/02/2021,CIUDAD DE MEXICO,COYOACAN,DESAPARECIDO(A),,
22/03/2023,MUJER,05-09 AÑOS,MEXICANA,09/03/2023,CIUDAD DE MEXICO,ALVARO OBREGON,DESAPARECIDO(A),,
22/03/2023,HOMBRE,15-17 AÑOS,MEXICANA,21/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),23/03/2023,MORELOS
22/03/2023,MUJER,15-17 AÑOS,MEXICANA,21/03/2023,CIUDAD DE MEXICO,IZTAPALAPA,LOCALIZADO(A),23/03/2023,MORELOS
22/03/2023,HOMBRE,25-29 AÑOS,MEXICANA,09/03/2023,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),04/04/2023,ESTADO DE MEXICO
21/03/2023,HOMBRE,40-44 AÑOS,MEXICANA,17/03/2023,CIUDAD DE MEXICO,TLALPAN,LOCALIZADO(A),22/03/2023,CIUDAD DE MEXICO
21/03/2023,HOMBRE,51-54 AÑOS,MEXICANA,04/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,DESAPARECIDO(A),,
20/03/2023,HOMBRE,20-24 AÑOS,MEXICANA,17/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),10/04/2023,S/D
20/03/2023,MUJER,10-14 AÑOS,MEXICANA,19/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),22/03/2023,S/D
20/03/2023,MUJER,15-17 AÑOS,MEXICANA,19/03/2023,CIUDAD DE MEXICO,GUSTAVO A. MADERO,LOCALIZADO(A),29/03/2023,CIUDAD DE MEXICO
20/03/2023,HOMBRE,30-34 AÑOS,MEXICANA,18/03/2023,CIUDAD DE MEXICO,LA MAGDALENA CONTRERAS,LOCALIZADO(A),20/03/2023,CIUDAD DE MEXICO
19/03/2023,MUJER,10-14 AÑOS,MEXICANA,17/03/2023,CIUDAD DE MEXICO,BENITO JUAREZ,LOCALIZADO(A),18/03/2023,CIUDAD DE MEXICO
19/03/2023,HOMBRE,20-24 AÑOS,MEXICANA,18/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,LOCALIZADO(A),20/03/2023,CIUDAD DE MEXICO
19/03/2023,HOMBRE,60-64 AÑOS,MEXICANA,18/03/2023,CIUDAD DE MEXICO,CUAUHTEMOC,DESAPARECIDO(A),,
18/03/2023,MUJER,45-49 AÑOS,MEXICANA,18/03/2023,CIUDAD DE MEXICO,CUAJIMALPA DE MORELOS,LOCALIZADO(A),19/03/2023,CIUDAD DE MEXICO
18/03/2023,MUJER,15-17 AÑOS,MEXICANA,11/03/2023,CIUDAD DE MEXICO,XOCHIMILCO,LOCALIZADO(A),21/03/2023,CIUDAD DE MEXICO
